latitude,longitude
49.72015422,14.27402629
49.66549949,14.29529302
49.54634256,14.08849707
49.78010369,14.19906883
49.72015422,14.27402629
49.63421271,13.94838986
49.77532293,14.26745979
49.62830954,14.18657097
49.6176521,14.38976172
49.57182912,14.53259733
49.80750806,14.27987907
49.58177169,14.2032834
49.60774451,14.47812497
49.67415889,13.95112806
49.65551256,13.94388785
49.70122451,14.30093723
49.60460541,14.2774187
49.83176016,14.27522929
49.54222154,14.08590636
49.61591211,13.95515837
49.57182912,14.53259733
49.7551319,14.06657594
49.72338706,14.3103795
49.6176521,14.38976172
49.54222154,14.08590636
49.75294822,14.20465098
49.62565737,13.96754426
49.6520301,13.91660576
49.83176016,14.27522929
49.68987657,14.0104249
49.63902324,14.25344821
49.77048266,14.35247869
49.80322338,14.35691471
49.78113234,14.16716667
49.7551319,14.06657594
49.57919932,14.48519862
49.64931359,14.06000913
49.57678571,14.07182724
49.7540548,14.38583409
49.68718948,13.95009774
49.56240048,14.52737119
49.74543911,14.05780204
49.6707062,14.50621398
49.57182912,14.53259733
49.78800282,14.29355424
49.6707062,14.50621398
49.72015422,14.27402629
49.63902324,14.25344821
49.73496694,14.27970196
49.77048266,14.35247869
49.57182912,14.53259733
49.78113234,14.16716667
49.58074651,14.20315441
49.57182912,14.53259733
49.59548248,13.9923997
49.78225135,14.19735392
49.62349131,14.00384734
49.68963019,14.48269104
49.78225135,14.19735392
49.70289355,14.34756014
49.83176016,14.27522929
49.72015422,14.27402629
49.60720612,13.85227727
49.77048266,14.35247869
49.69659978,14.05275417
49.72015422,14.27402629
49.7551319,14.06657594
49.68963019,14.48269104
49.57502048,14.07361783
49.65232081,14.44706439
49.78703261,13.95970945
49.78225135,14.19735392
49.57547603,14.07097718
49.67262796,14.04734544
49.77048266,14.35247869
49.66579254,14.26114283
49.57476002,14.07373687
49.65263871,14.26832658
49.68869418,14.01100089
49.7966124,13.96907328
49.59499563,13.86654885
49.55411193,13.96709347
49.57855234,14.07056387
49.59257649,13.8409277
49.65901795,14.43341245
49.66057188,14.42663821
49.60269746,13.86527693
49.77851577,14.37780048
49.72412259,14.08293943
49.83176016,14.27522929
49.69858527,14.37074676
49.73517409,14.26595712
49.80778659,14.28186977
49.83176016,14.27522929
49.83176016,14.27522929
49.68685094,14.27490927
49.60013142,14.10818357
49.61756438,14.19577535
49.83176016,14.27522929
49.70778751,14.29870928
49.70778751,14.29870928
49.69209112,14.04069877
49.62007844,14.23059048
49.54222154,14.08590636
49.66057188,14.42663821
49.80436906,14.27184089
49.71615342,13.94730713
49.54222154,14.08590636
49.69209112,14.04069877
49.78113234,14.16716667
49.78623643,13.97867341
49.7551319,14.06657594
49.75131344,14.168978
49.6707062,14.50621398
49.72089887,14.27506914
49.78113234,14.16716667
49.63756594,14.31203198
49.80750352,14.27987263
49.71038299,14.10249686
49.69028755,13.98184058
49.77687872,14.16900007
49.83176016,14.27522929
49.72015422,14.27402629
49.56967472,14.07249888
49.77989078,14.16688845
49.62007844,14.23059048
49.75131344,14.168978
49.54222154,14.08590636
49.6973383,14.23475115
49.65414215,14.47172879
49.66093385,14.24832823
49.6978248,14.01391312
49.80770426,13.97079217
49.65551256,13.94388785
49.79005174,14.19717378
49.78188743,14.16819946
49.65414215,14.47172879
49.83176016,14.27522929
49.54222154,14.08590636
49.77693703,14.19254783
49.62007844,14.23059048
49.61735443,13.95637827
49.7939709,13.97323127
49.62565624,13.96754385
49.73187229,14.39507091
49.82805899,14.27312643
49.74718817,14.01806568
49.68929431,14.0350832
49.71379069,14.01225993
49.78052426,14.16294006
49.67251169,14.36194366
49.58074651,14.20315441
49.83176016,14.27522929
49.62614363,14.42499916
49.69209112,14.04069877
49.80322338,14.35691471
49.78889505,13.99271763
49.69209112,14.04069877
49.6652729,13.9876231
49.61735443,13.95637827
49.54222154,14.08590636
49.67476983,14.15223947
49.62565624,13.96754385
49.81471005,14.32348061
49.76327622,14.35714518
49.63756594,14.31203198
49.62565624,13.96754385
49.65013497,14.03427092
49.69028755,13.98184058
49.69209112,14.04069877
49.65329183,13.99650078
49.54222154,14.08590636
49.6598337,14.01302229
49.80750352,14.27987263
49.78623643,13.97867341
49.78707908,13.9748843
49.75495686,14.34158459
49.78707908,13.9748843
49.7866664,14.31079176
49.54222154,14.08590636
49.669158,14.15670773
49.68987657,14.0104249
49.59548248,13.9923997
49.65329183,13.99650078
49.83176016,14.27522929
49.57182912,14.53259733
49.7704835,14.35247912
49.57182912,14.53259733
49.71310009,14.06688677
49.69939795,14.24907106
49.78225135,14.19735392
49.58893001,13.98616271
49.58074651,14.20315441
49.62566248,13.96755021
49.54222154,14.08590636
49.80750352,14.27987263
49.64767165,14.12109488
49.74621817,14.02019167
49.63981798,14.07872176
49.78771594,14.24340033
49.72404226,14.08241502
49.80750352,14.27987263
49.60041136,14.10548499
49.63857947,14.20893831
49.8171476,14.21654314
49.72015422,14.27402629
49.79179321,14.19724138
49.72722168,14.24954555
49.65013497,14.03427092
49.78703261,13.95970945
49.57321934,14.49184269
49.66057188,14.42663821
49.63369773,13.85888263
49.68719572,13.95010454
49.83176016,14.27522929
49.78225135,14.19735392
49.80914664,13.93906134
49.71998413,14.2742443
49.66549949,14.29529302
49.6551265,14.06327212
49.72089887,14.27506914
49.68987657,14.0104249
49.74543911,14.05780204
49.65551256,13.94388785
49.69844046,14.23403399
49.66549949,14.29529302
49.79723318,14.25545165
49.63369773,13.85888263
49.78623643,13.97867341
49.77048266,14.35247869
49.69886872,14.29953621
49.66057188,14.42663821
49.67689923,14.01498998
49.59079568,14.0881061
49.78703261,13.95970945
49.74544479,14.05780887
49.63901786,14.25344266
49.78225135,14.19735392
49.70050201,14.12355328
49.7088934,14.2868527
49.7551319,14.06657594
49.78225135,14.19735392
49.66103925,14.13844102
49.66103925,14.13844102
49.55428206,14.52770229
49.79999243,14.28634625
49.83176016,14.27522929
49.64084764,13.97088101
49.66057188,14.42663821
49.60041136,14.10548499
49.78703261,13.95970945
49.77048266,14.35247869
49.65586268,13.96026613
49.68987657,14.0104249
49.72035974,14.27934494
49.84467045,14.27931716
49.78800282,14.29355424
49.78982936,14.17721601
49.78225135,14.19735392
49.66470252,13.96543025
49.7020797,14.1177007
49.66057188,14.42663821
49.70303521,14.00183437
49.69886872,14.29953621
49.6427863,13.83726055
49.7020797,14.1177007
49.63421271,13.94838986
49.68987657,14.0104249
49.64931359,14.06000913
49.67251169,14.36194366
49.63901786,14.25344266
49.64757614,14.24854563
49.78623643,13.97867341
49.70289836,14.34756571
49.68987657,14.0104249
49.68987657,14.0104249
49.59548248,13.9923997
49.83176016,14.27522929
49.78726549,14.1906422
49.75495233,14.34157858
49.80750352,14.27987263
49.75495233,14.34157858
49.61790837,14.39768817
49.57182912,14.53259733
49.660573,14.42663863
49.61577268,14.10513506
49.62614815,14.4250043
49.55386747,14.21472743
49.80322338,14.35691471
49.81471005,14.32348061
49.79723318,14.25545165
49.7551319,14.06657594
49.80770426,13.97079217
49.70310958,14.14254168
49.62007844,14.23059048
49.80750352,14.27987263
49.78889505,13.99271763
49.7020797,14.1177007
49.77851577,14.37780048
49.6978248,14.01391312
49.78703261,13.95970945
49.62349131,14.00384734
49.61524662,13.82421544
49.74544024,14.05780246
49.7198849,14.11692114
49.55624948,14.00057561
49.72111845,14.12059825
49.83176016,14.27522929
49.80750352,14.27987263
49.75495233,14.34157858
49.61971678,14.40763921
49.60478156,14.47513378
49.57938402,14.07213113
49.7551319,14.06657594
49.59642509,13.98954387
49.660573,14.42663863
49.6707062,14.50621398
49.67262909,14.04734542
49.7526386,14.20589896
49.67618728,14.01711122
49.67276946,14.38957739
49.57763297,14.53932337
49.62306583,13.9663607
49.68931843,14.02571329
49.69028755,13.98184058
49.78113234,14.16716667
49.73147227,14.01909962
49.73496806,14.27970238
49.7880672,14.15160432
49.65414215,14.47172879
49.59234909,14.08869116
49.60041136,14.10548499
49.65263871,14.26832658
49.62565737,13.96754426
49.65414215,14.47172879
49.81442878,14.32306275
49.75131344,14.168978
49.73496694,14.27970196
49.83176016,14.27522929
49.67701303,13.94657566
49.74041216,13.99893556
49.80750352,14.27987263
49.7352231,14.01569424
49.660573,14.42663863
49.7800078,14.37467994
49.68987657,14.0104249
49.62565737,13.96754426
49.62804351,14.04788638
49.68039839,14.21636755
49.63978945,14.20933508
49.78113234,14.16716667
49.66093385,14.24832823
49.69589657,14.24760969
49.63683229,14.31099018
49.79601636,14.24757149
49.80322338,14.35691471
49.70778751,14.29870928
49.65930505,14.01250342
49.67903386,13.97507674
49.78827186,13.96610966
49.67355547,14.15399699
49.63683229,14.31099018
49.59213655,14.12912718
49.68987741,14.01042532
49.58923229,14.22140435
49.70612452,14.14654105
49.60195367,13.86430032
49.64907332,14.11989689
49.80322338,14.35691471
49.649759,14.03644425
49.83176016,14.27522929
49.79977028,13.94808728
49.75431095,14.19065891
49.63901786,14.25344266
49.58848955,14.22201457
49.65554265,13.96237848
49.66103925,14.13844102
49.58016008,14.5419076
49.72015422,14.27402629
49.59932781,14.11963962
49.71380414,14.06583292
49.67668596,14.31914009
49.66103925,14.13844102
49.81471005,14.32348061
49.78225135,14.19735392
49.628051,14.29800177
49.65551256,13.94388785
49.83733863,14.27648183
49.65147462,14.05949345
49.6978248,14.01391312
49.74621817,14.02019167
49.8171476,14.21654314
49.68685094,14.27490927
49.83176016,14.27522929
49.78070776,14.19899246
49.65726781,13.99549632
49.94811389,14.67744653
50.2062066,14.47773318
50.17866153,14.51788525
49.92447554,14.6750413
50.07394302,14.73080395
49.99394858,14.60222941
49.99625292,14.81596268
49.93601464,14.70906864
49.97142524,14.73849961
49.91611046,14.58221128
49.89766517,14.84616769
50.04686911,14.73041201
50.20022431,14.67859174
49.96781185,14.57624682
50.17866153,14.51788525
49.8987256,14.60494958
49.95174866,14.75248206
50.16270935,14.41000178
49.93601718,14.70907472
49.97142298,14.73849352
50.15519989,14.57539869
50.0091909,14.58384071
49.93308366,14.56016574
49.89881452,14.84706258
50.06336558,14.71538239
49.88635934,14.7054159
50.23971221,14.65870113
50.16503021,14.68002581
50.09862446,14.71968889
49.94811389,14.67744653
50.20313094,14.48470519
50.20513916,14.47729728
49.96254127,14.59779699
50.20513916,14.47729728
50.20805446,14.46474516
50.17723061,14.64685357
50.20056779,14.59338432
50.20056779,14.59338432
49.90359117,14.84804142
49.95192346,14.74443413
49.92519739,14.61695979
50.20056779,14.59338432
49.97151681,14.69379036
49.98161707,14.57826966
50.20514201,14.47730513
50.15911616,14.60092576
50.26274849,14.68531555
50.21376404,14.44010201
50.15911616,14.60092576
50.20513916,14.47729728
50.20219868,14.40666187
50.20513916,14.47729728
50.20056779,14.59338432
49.97142298,14.73849352
50.20022232,14.67858431
50.25742642,14.69897798
50.20513916,14.47729728
49.98238532,14.56572509
49.93601464,14.70906864
50.20513916,14.47729728
50.20056779,14.59338432
50.20056779,14.59338432
49.91511276,14.58821022
49.98226317,14.76174194
50.19914982,14.43624204
49.91610187,14.58208773
50.20513916,14.47729728
49.97142298,14.73849352
50.00798595,14.71580027
50.14306039,14.61026066
49.91670816,14.59332179
49.90984824,14.73805624
50.20513916,14.47729728
49.91610187,14.58208773
49.91511276,14.58821022
49.91610187,14.58208773
49.91511276,14.58821022
49.99167539,14.65426901
50.20022232,14.67858431
49.97056849,14.81047571
50.2020205,14.43444267
49.93601464,14.70906864
49.91511276,14.58821022
49.91610187,14.58208773
50.20022232,14.67858431
49.91610187,14.58208773
50.00677355,14.72328882
50.21376404,14.44010201
49.91610187,14.58208773
49.91610187,14.58208773
49.98790748,14.62090331
49.92251834,14.63934345
49.97056849,14.81047571
50.18709071,14.66325633
50.20379429,14.67687572
50.00792805,14.68077825
49.99167539,14.65426901
49.91511276,14.58821022
49.94659965,14.87885719
49.91511276,14.58821022
49.94636109,14.67691857
49.92251834,14.63934345
50.1488041,14.40326808
49.92519739,14.61695979
50.19281333,14.65352147
